months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
373,55,IN,250/500,500,1607.36,0,MALE,MD,sales,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,21,4,?,0,2,NO,60600,6060,12120,42420,Dodge,2007,Y
250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,2011,N
195,38,IL,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,video-games,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,12,3,YES,1,2,NO,64620,7180,0,57440,Dodge,2003,N
11,40,OH,500/1000,2000,1217.69,0,FEMALE,MD,prof-specialty,reading,wife,24000,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,2004,Y
295,48,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,2002,N
75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,2003,N
142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,1995,Y
355,47,OH,500/1000,2000,1273.7,4000000,MALE,College,other-service,kayaking,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,19,3,NO,2,1,NO,62800,6280,6280,50240,Audi,2003,Y
219,43,IN,100/300,1000,1483.25,0,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,3,3,NO,1,1,?,70680,5890,11780,53010,Ford,2009,N
211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,2008,N
66,30,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,2,3,?,0,2,YES,65560,11920,11920,41720,Volkswagen,2015,Y
235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,?,Trivial Damage,,NY,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,2010,N
277,44,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Police,NC,6,1,NO,1,3,NO,5000,1000,500,3500,Jeep,2005,N
180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,?,Minor Damage,,OH,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,2000,N
289,48,IL,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,1,?,1,0,?,42900,8580,0,34320,Accura,1999,N
270,45,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,23,3,?,0,0,YES,54340,9880,0,44460,Saab,2005,N
6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,Vehicle Theft,?,Trivial Damage,Police,WV,7,1,?,0,1,YES,3190,580,290,2320,Saab,2015,N
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,2012,N
247,39,IL,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,dancing,wife,0,0,Parked Car,?,Trivial Damage,Police,SC,3,1,?,2,3,?,3300,600,0,2700,Dodge,2003,N
364,51,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,2014,Y
33,33,IL,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,16,1,?,2,1,?,81400,8140,8140,65120,BMW,1998,N
165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,?,Minor Damage,Police,WV,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,2008,N
70,26,OH,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,hiking,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,0,3,?,1,2,YES,52110,5790,5790,40530,Nissan,2012,N
334,47,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,?,Minor Damage,,WV,3,1,?,0,3,NO,6240,960,960,4320,Ford,2011,N
233,41,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,Vehicle Theft,?,Minor Damage,,NY,6,1,NO,0,1,?,3740,680,680,2380,Chevrolet,2011,N
338,49,IN,500/1000,1000,1279.08,0,MALE,MD,other-service,kayaking,own-child,0,-51500,Parked Car,?,Minor Damage,,NC,13,1,NO,0,1,?,4300,860,860,2580,Ford,2004,N
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,1998,N
185,35,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,8,1,?,2,3,YES,4950,900,450,3600,Ford,2011,N
287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,2006,N
212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,2006,N
217,41,IL,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,skydiving,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,15,3,?,1,2,?,37840,0,4730,33110,Accura,1996,N
322,44,IL,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,cross-fit,husband,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,20,3,YES,0,3,?,49400,9880,4940,34580,Jeep,2010,N
254,39,IN,100/300,500,1362.87,0,FEMALE,MD,exec-managerial,chess,other-relative,35700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,6,3,YES,2,2,NO,82320,13720,6860,61740,Dodge,1995,Y
104,32,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,2006,Y
19,32,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,hiking,husband,42900,-90200,Vehicle Theft,?,Minor Damage,Police,VA,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,2015,N
143,34,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,exercise,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,10,1,?,2,3,YES,58500,11700,5850,40950,Dodge,1999,N
61,26,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,2015,Y
256,41,IL,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,board-games,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,5,1,?,1,2,NO,63400,6340,6340,50720,Chevrolet,2014,Y
428,53,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,2013,N
210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,2001,N
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,2003,N
99,32,IN,100/300,1000,1058.21,3000000,MALE,JD,craft-repair,golf,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,17,1,YES,1,1,NO,41130,4570,4570,31990,Dodge,1999,N
421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,2004,Y
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,13,3,NO,0,2,?,42700,0,6100,36600,Mercedes,2011,Y
295,46,IN,100/300,500,1672.88,0,FEMALE,High School,armed-forces,dancing,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,5,1,YES,1,1,NO,60700,12140,6070,42490,Honda,1997,N
91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,1996,N
141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,2002,N
264,43,IL,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,9,3,YES,2,0,NO,95150,17300,17300,60550,Ford,2007,N
34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,?,Trivial Damage,,VA,20,1,YES,0,1,?,3960,660,660,2640,Audi,1998,N
174,36,IL,100/300,2000,1278.75,0,FEMALE,College,tech-support,paintball,own-child,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,21,3,?,2,2,NO,65400,10900,10900,43600,Dodge,2012,N
127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,?,Minor Damage,,NC,8,1,YES,1,3,?,4700,470,940,3290,Saab,1998,N
123,31,IN,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,2009,N
264,41,OH,100/300,500,1411.3,0,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,2004,Y
266,42,IN,100/300,500,1093.83,4000000,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,18,3,?,1,1,NO,53280,4440,8880,39960,Suburu,2015,Y
264,43,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,basketball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,0,3,?,2,1,NO,60750,13500,6750,40500,Jeep,2015,Y
38,28,OH,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,golf,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,4,3,NO,0,3,YES,74880,12480,12480,49920,Accura,2000,N
290,45,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,2014,Y
91,27,IL,100/300,2000,1073.83,0,FEMALE,JD,farming-fishing,polo,husband,0,0,Vehicle Theft,?,Trivial Damage,,NY,4,1,?,1,2,?,7260,1320,660,5280,BMW,2008,N
112,30,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,1997,Y
190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,?,Trivial Damage,,NY,4,1,NO,0,1,NO,3840,640,320,2880,Saab,1998,N
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,1997,Y
233,37,IL,100/300,2000,1603.42,0,FEMALE,High School,sales,video-games,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,2005,N
140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,2000,N
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,22,1,?,1,3,?,82800,20700,13800,48300,Jeep,2004,Y
37,25,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,1996,N
242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,2009,N
298,46,OH,500/1000,1000,1138.42,6000000,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,18,1,NO,2,3,YES,33550,3050,6100,24400,Volkswagen,2005,N
130,34,OH,100/300,500,990.11,0,MALE,Masters,sales,kayaking,other-relative,0,-41200,Parked Car,?,Trivial Damage,,NY,8,1,?,1,3,YES,5830,1060,1060,3710,Dodge,2015,N
163,31,IN,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,1999,N
180,38,OH,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,board-games,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,12,1,NO,0,2,YES,46200,4200,8400,33600,Dodge,2003,Y
190,38,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,14,1,YES,0,0,NO,45100,9020,4510,31570,Nissan,2013,N
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,2015,N
234,44,IN,500/1000,500,1780.67,0,MALE,Associate,other-service,exercise,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,3,1,NO,1,0,NO,70200,7020,7020,56160,Ford,2012,Y
80,25,IL,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,Vehicle Theft,?,Minor Damage,,OH,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,2001,N
271,42,OH,100/300,500,1105.49,0,FEMALE,Associate,prof-specialty,sleeping,own-child,56200,-50000,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,12,2,?,2,3,?,68310,12420,6210,49680,Audi,2003,Y
108,29,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,2012,N
239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,2003,N
69,24,IN,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,yachting,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,2012,N
167,36,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,22,3,?,0,0,NO,69680,8710,8710,52260,Mercedes,2008,Y
243,43,IN,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,2008,N
33,32,OH,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,base-jumping,husband,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,2,1,YES,0,1,?,56070,6230,12460,37380,Toyota,2012,N
81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,0,3,?,1,2,?,44730,4970,4970,34790,Saab,2000,Y
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,1995,N
77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,2009,Y
259,44,OH,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,8,1,YES,0,0,YES,105820,16280,16280,73260,Audi,2002,N
7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,21,1,?,1,2,?,62460,6940,6940,48580,Honda,2003,N
267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,1996,N
343,48,IN,250/500,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,2003,N
245,44,IL,500/1000,1000,1168.2,0,MALE,JD,handlers-cleaners,basketball,husband,69100,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,23,3,NO,0,3,NO,44280,7380,3690,33210,Honda,1997,N
219,40,OH,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,Vehicle Theft,?,Trivial Damage,,SC,6,1,?,1,0,NO,6400,640,640,5120,Toyota,1997,N
150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,?,Trivial Damage,Police,WV,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,2013,N
332,47,IL,100/300,2000,1083.01,0,MALE,MD,craft-repair,paintball,other-relative,91900,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,2010,Y
270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,20,3,?,1,0,NO,35900,7180,3590,25130,Audi,2007,Y
125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,2007,Y
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,4,3,?,1,0,NO,50800,5080,5080,40640,Audi,1997,Y
94,26,IN,100/300,500,722.66,0,MALE,MD,exec-managerial,camping,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,6,3,YES,1,2,YES,36700,3670,7340,25690,Nissan,2010,N
70,29,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,2009,N
15,34,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,2010,Y
406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,15,3,?,1,2,?,65520,10920,5460,49140,Volkswagen,2009,N
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,1996,Y
317,46,IN,250/500,1000,1012.78,0,MALE,MD,sales,yachting,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,18,1,NO,2,1,NO,104610,19020,19020,66570,Mercedes,1999,Y
43,43,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,16,1,?,2,1,?,79970,7270,21810,50890,Honda,1996,Y
272,43,OH,100/300,1000,1279.13,0,MALE,PhD,craft-repair,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,5,3,?,1,2,YES,81070,7370,14740,58960,Audi,2006,Y
189,39,OH,250/500,2000,838.02,0,FEMALE,College,tech-support,movies,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,7,3,?,2,0,YES,64400,6440,6440,51520,Dodge,1997,N
122,33,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,Parked Car,?,Trivial Damage,,NY,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,2003,N
58,23,OH,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,reading,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,8,1,NO,2,1,NO,50380,4580,9160,36640,Chevrolet,2007,Y
232,44,OH,250/500,2000,1181.64,0,MALE,College,other-service,exercise,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,22,1,?,1,1,YES,55400,5540,11080,38780,Jeep,2002,Y
60,23,OH,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,reading,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,9,1,YES,1,0,NO,56520,4710,9420,42390,Saab,2000,N
87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,1996,N
446,61,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,1,3,?,2,1,NO,80880,6740,13480,60660,Nissan,2005,N
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,20,3,YES,0,2,?,65040,10840,10840,43360,Suburu,2010,N
284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,19,3,?,0,0,?,46860,8520,8520,29820,Volkswagen,1998,N
202,38,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,2005,N
165,37,IL,100/300,1000,1137.03,0,MALE,Associate,tech-support,base-jumping,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,23,3,?,2,2,YES,51590,9380,9380,32830,Audi,2015,N
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,3,YES,0,0,?,67200,6720,6720,53760,Volkswagen,1995,N
276,46,OH,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,chess,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,17,1,NO,1,2,?,51390,5710,5710,39970,Volkswagen,2007,Y
176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,17,1,?,2,1,YES,47300,4300,8600,34400,Volkswagen,2006,N
230,43,IN,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,0,3,?,0,3,YES,51900,5190,10380,36330,BMW,2011,Y
371,51,IN,500/1000,1000,1532.47,0,FEMALE,Associate,tech-support,golf,other-relative,60300,-24700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,7,1,YES,0,3,YES,75400,7540,15080,52780,Dodge,2012,Y
61,23,IL,250/500,2000,1136.83,4000000,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,14,1,NO,0,3,?,98340,8940,17880,71520,Honda,2004,Y
